status,id,display_name,legal_name,url,department,street_address,city,neighbourhood,postal_code,region,country,requires_identification,operating_countries,custom_identifier,identifiers,generic_url,generic_email,generic_note,access_url,access_email,access_note,deletion_url,deletion_email,deletion_note,portability_url,portability_email,portability_note,correction_url,correction_email,correction_note
,,BH Hartberg-Fürstenfeld,Bezirkshauptmannschaft Hartberg-Fürstenfeld,,,Rochusplatz 2,Hartberg,,8230,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_5_19-08-2020,,,bhhf@stmk.gv.at,"Phone: +4333326060, Fax: +433332606550",,,,,,,,,,,,
,,BH Leibnitz,Bezirkshauptmannschaft Leibnitz,,,Kada-Gasse 12,Leibnitz,,8430,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_6_19-08-2020,,,bhlb@stmk.gv.at,"Phone: +433452829110, Fax: +43345282911550",,,,,,,,,,,,
,,BH Liezen,Bezirkshauptmannschaft Liezen,,,Hauptplatz 12,Liezen,,8940,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_7_19-08-2020,,,bhli@stmk.gv.at,"Phone: +43361228010, Fax: +4336122801550",,,,,,,,,,,,
,,BH Leoben,Bezirkshauptmannschaft Leoben,,,Peter Tunner-Straße 6,Leoben,,8700,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_8_19-08-2020,,,bhln@stmk.gv.at,"Phone: +433842455710, Fax: +43384245571550",,,,,,,,,,,,
,,BH Murtal,Bezirkshauptmannschaft Murtal,,,Kapellenweg 11,Judenburg,,8750,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_9_19-08-2020,,,bhmt@stmk.gv.at,"Phone: +433572832010, Fax: +43357283201550",,,,,,,,,,,,
,,BH Murau,Bezirkshauptmannschaft Murau,,,Bahnhofviertel 7,Murau,,8850,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_10_19-08-2020,,,bhmu@stmk.gv.at,"Phone: +43353221010, Fax: +4335322101550",,,,,,,,,,,,
,,BH Südoststeiermark,Bezirkshauptmannschaft Südoststeiermark,,,Bismarckstraße 11-13,Feldbach,,8330,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_11_19-08-2020,,,bhso@stmk.gv.at,"Phone: +43315225110, Fax: +4331522511550",,,,,,,,,,,,
,,BH Voitsberg,Bezirkshauptmannschaft Voitsberg,,,Schillerstraße 10,Voitsberg,,8570,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_12_19-08-2020,,,bhvo@stmk.gv.at,"Phone: +433142215200, Fax: +43314221520550",,,,,,,,,,,,
,,BH Weiz,Bezirkshauptmannschaft Weiz,,,Birkfelder Straße 28,Weiz,,8160,Steiermark,AUSTRIA,,,bezirkshauptmannschaften_steiermark_13_19-08-2020,,,bhwz@stmk.gv.at,"Phone: +4331726000, Fax: +433172600550",,,,,,,,,,,,
,,LBS Eibiswald,Landesberufsschule Eibiswald,,,Eibiswald 229,Eibiswald,,8552,Steiermark,AUSTRIA,,,berufsschulen_steiermark_1_25-08-2020,,,lbseibis@stmk.gv.at,"Phone: +433466423350, Fax: +4334664233520",,,,,,,,,,,,
,,LBS Mitterdorf im Mürztal,Landesberufsschule Mitterdorf im Mürztal,,,Untere Berggasse 37,Mitterdorf im Mürztal,,8662,Steiermark,AUSTRIA,,,berufsschulen_steiermark_2_25-08-2020,,,lbsmitter@stmk.gv.at,"Phone: +43385822530, Fax: +43385822534",,,,,,,,,,,,
,,LBS Bad Gleichenberg,Landesberufsschule Bad Gleichenberg,,,Mailandbergstraße 16,Bad Gleichenberg,,8344,Steiermark,AUSTRIA,,,berufsschulen_steiermark_3_25-08-2020,,,lbsgleichenb@stmk.gv.at,"Phone: +43315922110, Fax: +433159221140",,,,,,,,,,,,
,,LBS Feldbach,Landesberufsschule Feldbach,,,Feldgasse 3,Feldbach,,8330,Steiermark,AUSTRIA,,,berufsschulen_steiermark_4_25-08-2020,,,lbsfb@stmk.gv.at,"Phone: +43315240070, Fax: +43315240076",,,,,,,,,,,,
,,LBS Mureck,Landesberufsschule Mureck,,,Hauptplatz 6,Mureck,,8480,Steiermark,AUSTRIA,,,berufsschulen_steiermark_5_25-08-2020,,,lbsmureck@stmk.gv.at,"Phone: +43347223140, Fax: +43347223144",,,,,,,,,,,,
,,LBS Graz 4,Landesberufsschule Graz 4,,,Hans-Brandstetter-Gasse 2,Graz,,8010,Steiermark,AUSTRIA,,,berufsschulen_steiermark_6_25-08-2020,,,lbsgraz4@stmk.gv.at,"Phone: +433164722350, Fax: +433164722357",,,,,,,,,,,,
,,LBS Fürstenfeld,Landesberufsschule Fürstenfeld,,,Gürtelgasse 8,Fürstenfeld,,8280,Steiermark,AUSTRIA,,,berufsschulen_steiermark_7_25-08-2020,,,lbsff@stmk.gv.at,"Phone: +433382522050, Fax: +4333825220522",,,,,,,,,,,,
,,LBS Graz 3,Landesberufsschule Graz 3,,,Hans-Brandstetter-Gasse 8,Graz,,8010,Steiermark,AUSTRIA,,,berufsschulen_steiermark_8_25-08-2020,,,lbsgraz3@stmk.gv.at,"Phone: +433164712440, Fax: +43316471244613",,,,,,,,,,,,
,,LBS Murau,Landesberufsschule Murau,,,Heiligenstatt 10,Murau,,8850,Steiermark,AUSTRIA,,,berufsschulen_steiermark_9_25-08-2020,,,lbsmu@stmk.gv.at,"Phone: +43353223290, Fax: +43353223294",,,,,,,,,,,,
,,LBS Graz 2,Landesberufsschule Graz 2,,,Hans-Brandstetter-Gasse 12,Graz,,8010,Steiermark,AUSTRIA,,,berufsschulen_steiermark_10_25-08-2020,,,lbsgraz2@stmk.gv.at,"Phone: +433164714680, Fax: +43316471468704",,,,,,,,,,,,
,,LBS Graz 1,Landesberufsschule Graz 1,,,Hans-Brandstetter-Gasse 12,Graz,,8010,Steiermark,AUSTRIA,,,berufsschulen_steiermark_11_25-08-2020,,,lbsgraz1@stmk.gv.at,"Phone: +43316471044, Fax: +43316471044804",,,,,,,,,,,,
,,LBS Hartberg,Landesberufsschule Hartberg,,,Franz-Schmidt-Gasse 5,Hartberg,,8230,Steiermark,AUSTRIA,,,berufsschulen_steiermark_12_25-08-2020,,,lbshb1@stmk.gv.at,"Phone: +433332629390, Fax: +433332629394",,,,,,,,,,,,
,,LBS Bad Radkersburg,Landesberufsschule Bad Radkersburg,,,Barthold-Stürgkh-Straße 7,Bad Radkersburg,,8490,Steiermark,AUSTRIA,,,berufsschulen_steiermark_13_25-08-2020,,,lbsra@stmk.gv.at,"Phone: +43347625410, Fax: +433476254178",,,,,,,,,,,,
,,LBS Voitsberg,Landesberufsschule Voitsberg,,,Mozartgasse 14,Voitsberg,,8570,Steiermark,AUSTRIA,,,berufsschulen_steiermark_14_25-08-2020,,,lbsvo@stmk.gv.at,"Phone: +433142223940, Fax: +4331422239418",,,,,,,,,,,,
,,LBS Arnfels,Landesberufsschule Arnfels,,,Hardegger Straße 160,Arnfels,,8454,Steiermark,AUSTRIA,,,berufsschulen_steiermark_15_25-08-2020,,,lbsarnfels@stmk.gv.at,"Phone: +4334552540, Fax: +4334552546",,,,,,,,,,,,
,,LBS Knittelfeld,Landesberufsschule Knittelfeld,,,Portniggstraße 21,Knittelfeld,,8720,Steiermark,AUSTRIA,,,berufsschulen_steiermark_16_25-08-2020,,,lbskf@stmk.gv.at,"Phone: +433512828100, Fax: +433512828103",,,,,,,,,,,,
,,Bildungsdirektion für Steiermark,Bildungsdirektion für Steiermark,,,Körblergasse 23,Graz Postfach,,8011,Steiermark,AUSTRIA,,,steiermark_steiermark_1_19-08-2020,,,bildungsdirektion@bildung-stmk.gv.at,"Phone: +4350248345, Fax: ",,,,,,,,,,,,
,,Landespolizeidirektion Steiermark,Landespolizeidirektion Steiermark,,,Straßganger Straße 280,Graz-Wetzelsdorf,,8052,Steiermark,AUSTRIA,,,steiermark_steiermark_2_19-08-2020,,,LPD-ST@polizei.gv.at,"Phone: +4359133600, Fax: +4359133601009",,,,,,,,,,,,
,,Wirtschaftskammer Steiermark,Wirtschaftskammer Steiermark,,,Körblergasse 111-113,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_3_18-08-2020,,,office@wkstmk.at,"Phone: +43316601, Fax: +43316601361",,,,,,,,,,,,
,,Rechtanswaltskammer Steiermark,Rechtanswaltskammer Steiermark,,,Salzamtsgasse 3/IV,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_4_18-08-2020,,,office@rakstmk.at,"Phone: +433168302900, Fax: +43316829730",,,,,,,,,,,,
,,Landeszahnärztekammer Steiermark,Landeszahnärztekammer Steiermark,,,Marburger Kai 51/2,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_5_18-08-2020,,,office@stmk.zahnaerztekammer.at,"Phone: +43505118060, Fax: +43505118080",,,,,,,,,,,,
,,Notariatskammer für Steiermark,Notariatskammer für Steiermark,,,Wielandgasse 36/III,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_6_18-08-2020,,,steiermark@notariatskammer.at,"Phone: +43316825286, Fax: +433168252864",,,,,,,,,,,,
,,Ärztekammer Steiermark,Ärztekammer Steiermark,,,Kaiserfeldgasse 29,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_7_18-08-2020,,,aek@aekstmk.or.at,"Phone: +4331680440, Fax: +43316815671",,,,,,,,,,,,
,,Apothekerkammer Steiermark,Apothekerkammer Steiermark,,,Stadionplatz 2,Graz-Liebenau,,8041,Steiermark,AUSTRIA,,,steiermark_steiermark_8_18-08-2020,,,steiermark@apothekerkammer.at,"Phone: +43316475374, Fax: +4331647537422",,,,,,,,,,,,
,,Arbeiterkammer Steiermark,Kammer für Arbeiter und Angestellte für Steiermark,,,Hans-Resel-Gasse 8-14,Graz,,8020,Steiermark,AUSTRIA,,,steiermark_steiermark_9_18-08-2020,,,redaktion@akstmk.at,"Phone: +4357799, Fax: ",,,,,,,,,,,,
,,Kammer der Steuerberater und Wirtschaftsprüfer Steiermark,Kammer der Steuerberater und Wirtschaftsprüfer Steiermark,,,Leechgasse 25,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_10_18-08-2020,,,stmk@ksw.or.at,"Phone: +43316830830, Fax: +4331683083040",,,,,,,,,,,,
,,Kammer der ZiviltechnikerInnen für Steiermark und Kärnten,Kammer der ZiviltechnikerInnen für Steiermark und Kärnten,,,Schönaugasse 7/1,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_11_18-08-2020,,,office@ztkammer.at,"Phone: +43316826344, Fax: +4331682634425",,,,,,,,,,,,
,,Steiermärkische Landarbeiterkammer,Steiermärkische Landarbeiterkammer,,,Raubergasse 20,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_12_20-08-2020,,,office@lak-stmk.at,"Phone: +433168325070, Fax: +4331683250720",,,,,,,,,,,,
,,KFA für die Beamten der Landeshauptstadt Graz,Krankenfürsorgeanstalt für die Beamten der Landeshauptstadt Graz,,,Hauptplatz 1,Graz Postfach,,8011,Steiermark,AUSTRIA,,,steiermark_steiermark_13_20-08-2020,,,kfa@stadt.graz.at,"Phone: +433168725900, Fax: ",,,,,,,,,,,,
,,KUG,Universität für Musik und darstellende Kunst Graz,,,Leonhardstraße 15,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_14_23-08-2020,,,info@kug.ac.at,"Phone: +433163890, Fax: +433163891101",,,,,,,,,,,,
,,MedUni Graz,Medizinische Universität Graz,,,Auenbruggerplatz 2,Graz,,8036,Steiermark,AUSTRIA,,,steiermark_steiermark_15_23-08-2020,,,office.datenschutz@medunigraz.at,"Phone: +433163850, Fax: ",,,,,,,,,,,,
,,TU Graz,Technische Universität Graz,,,Rechbauerstraße 12,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_16_23-08-2020,,,info@tugraz.at,"Phone: +433168730, Fax: +433168736009",,,,,,,,,,,,
,,KFU,Karl-Franzens-Universität Graz,,,Universitätsplatz 3,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_17_23-08-2020,,,info@uni-graz.at,"Phone: +433163800, Fax: +433163809030",,,,,,,,,,,,
,,Uni Leoben,Montanuniversität Leoben,,,Franz-Josef-Straße 18,Leoben,,8700,Steiermark,AUSTRIA,,,steiermark_steiermark_18_23-08-2020,,,office@unileoben.ac.at,"Phone: +4338424027001, Fax: +4338424027012",,,,,,,,,,,,
,,KPH Graz,Kirchliche Pädagogische Hochschule Graz,,,Bischofsplatz 4,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_19_24-08-2020,,,schulamt@graz-seckau.at,"Phone: +43316581670, Fax: +4331658167011",,,,,,,,,,,,
,,PH Steiermark,Pädagogische Hochschule Steiermark,,,Hasnerplatz 12,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_20_24-08-2020,,,oeffentlichkeit@phst.at,"Phone: +4331680670, Fax: +4331680673199",,,,,,,,,,,,
,,FH Joanneum,FH Joanneum Gesellschaft mbH,,,Alte Poststraße 149,Graz,,8020,Steiermark,AUSTRIA,,,steiermark_steiermark_21_24-08-2020,,,info@fh-joanneum.at,"Phone: +4331654530, Fax: ",,,,,,,,,,,,
,,FH Campus 02,CAMPUS 02 Fachhochschule der Wirtschaft GmbH,,,Körblergasse 126,Graz,,8010,Steiermark,AUSTRIA,,,steiermark_steiermark_22_24-08-2020,,,info@campus02.at,"Phone: +433166002177, Fax: +4331660021207",,,,,,,,,,,,
,,Magistrat Innsbruck,Stadtmagistrat Innsbruck,,,Maria-Theresien-Straße 18,Innsbruck,,6020,Tirol,AUSTRIA,,,bezirkshauptmannschaften_tirol_1_19-08-2020,,,kontakt@magibk.at,"Phone: +435125360, Fax: +43051253601767",,,,,,,,,,,,
,,BH Imst,Bezirkshauptmannschaft Imst,,,Stadtplatz 1,Imst,,6460,Tirol,AUSTRIA,,,bezirkshauptmannschaften_tirol_2_19-08-2020,,,bh.imst@tirol.gv.at,"Phone: +4354126996, Fax: +43541269965215",,,,,,,,,,,,
,,BH Innsbruck,Bezirkshauptmannschaft Innsbruck,,,Gilmstraße 2,Innsbruck,,6020,Tirol,AUSTRIA,,,bezirkshauptmannschaften_tirol_3_18-08-2020,,,bh.innsbruck@tirol.gv.at,"Phone: +43512508, Fax: +435125085005",,,,,,,,,,,,
,,BH Kitzbühel,Bezirkshauptmannschaft Kitzbühel,,,Hinterstadt 28,Kitzbühel,,6370,Tirol,AUSTRIA,,,bezirkshauptmannschaften_tirol_4_18-08-2020,,,bh.kitzbuehel@tirol.gv.at,"Phone: +435356621310, Fax: +435356621316305",,,,,,,,,,,,
,,BH Kufstein,Bezirkshauptmannschaft Kufstein,,,Bozner Platz 1 – 2,Kufstein,,6332,Tirol,AUSTRIA,,,bezirkshauptmannschaften_tirol_5_18-08-2020,,,bh.kufstein@tirol.gv.at,"Phone: +4353726060, Fax: +4353726066005",,,,,,,,,,,,
,,BH Landeck,Bezirkshauptmannschaft Landeck,,,Innstraße 5,Landeck,,6500,Tirol,AUSTRIA,,,bezirkshauptmannschaften_tirol_6_18-08-2020,,,bh.landeck@tirol.gv.at,"Phone: +43544269960, Fax: +43544269965415",,,,,,,,,,,,
,,BH Reutte,Bezirkshauptmannschaft Reutte,,,Obermarkt 5 - 7,Reutte,,6600,Tirol,AUSTRIA,,,bezirkshauptmannschaften_tirol_7_18-08-2020,,,bh.reutte@tirol.gv.at,"Phone: +43567269960, Fax: +43567269965605",,,,,,,,,,,,
,,BH Schwaz,Bezirkshauptmannschaft Schwaz,,,Franz-Josef-Straße 25,Schwaz,,6130,Tirol,AUSTRIA,,,bezirkshauptmannschaften_tirol_8_18-08-2020,,,bh.schwaz@tirol.gv.at,"Phone: +43524269310, Fax: +43524269315805",,,,,,,,,,,,
,,Bildungsdirektion für Tirol,Bildungsdirektion für Tirol,,,Heiliggeiststraße 7,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_1_19-08-2020,,,office@bildung-tirol.gv.at,"Phone: +435129012, Fax: ",,,,,,,,,,,,
,,Landespolizeidirektion Tirol,Landespolizeidirektion Tirol,,,Kaiserjägerstraße 8,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_2_19-08-2020,,,LPD-T@polizei.gv.at,"Phone: +4359133700, Fax: ",,,,,,,,,,,,
,,Wirtschaftskammer Tirol,Wirtschaftskammer Tirol,,,Wilhelm-Greil-Straße 7,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_3_18-08-2020,,,office@wktirol.at,"Phone: +435909050, Fax: +435909051467",,,,,,,,,,,,
,,Rechtanswaltskammer Tirol,Rechtanswaltskammer Tirol,,,Meraner Straße 3/III,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_4_18-08-2020,,,office@tiroler-rak.at,"Phone: +43512587067, Fax: +43512571384",,,,,,,,,,,,
,,Landeszahnärztekammer Tirol,Landeszahnärztekammer Tirol,,,Anichstraße 7/3,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_5_18-08-2020,,,office@tiroler.zahnaerztekammer.at,"Phone: +43505116020, Fax: +43505116026",,,,,,,,,,,,
,,Notariatskammer für Tirol und Vorarlberg,Notariatskammer für Tirol und Vorarlberg,,,Maximilianstraße 3,Innsbruck,,6010,Tirol,AUSTRIA,,,tirol_tirol_6_18-08-2020,,,Notariatskammer@nktv.at,"Phone: +43512564141, Fax: +4351256414150",,,,,,,,,,,,
,,Ärztekammer Tirol,Ärztekammer Tirol,,,Anichstraße 7/IV,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_7_18-08-2020,,,kammer@aektirol.at,"Phone: +43512520580, Fax: +4351252058130",,,,,,,,,,,,
,,Apothekerkammer Tirol,Apothekerkammer Tirol,,,Sparkassenplatz 3,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_8_18-08-2020,,,tirol@apothekerkammer.at,"Phone: +435125870730, Fax: +435125870733",,,,,,,,,,,,
,,Arbeiterkammer Tirol,Kammer für Arbeiter und Angestellte für Tirol,,,Maximilianstraße 7,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_9_18-08-2020,,,innsbruck@ak-tirol.com,"Phone: +435125340, Fax: +4351253401208",,,,,,,,,,,,
,,Kammer der Steuerberater und Wirtschaftsprüfer Tirol,Kammer der Steuerberater und Wirtschaftsprüfer Tirol,,,Museumstraße 34/6. Stock,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_10_18-08-2020,,,tirol@ksw.or.at,"Phone: +43512589012, Fax: +4351258901210",,,,,,,,,,,,
,,Kammer der ZiviltechnikerInnen für Tirol und Vorarlberg,Kammer der ZiviltechnikerInnen für Tirol und Vorarlberg,,,Rennweg 1,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_11_18-08-2020,,,arch.ing.office@kammerwest.at,"Phone: +43512588335, Fax: +435125883356",,,,,,,,,,,,
,,Landarbeiterkammer Tirol,Landarbeiterkammer Tirol,,,Neugasteig 18,Neustift im Stubaital,,6167,Tirol,AUSTRIA,,,tirol_tirol_12_18-08-2020,,,andreas.gleirscher@lkv-tirol.at,"Phone: +436648398910, Fax: +43592923099",,,,,,,,,,,,
,,KFA der Tiroler Landesbeamten einschließlich der LandeslehrerInnen,Kranken- und Unfallfürsorge der Tiroler Landesbeamten einschließlich der LandeslehrerInnen,,,Wilhelm-Greil-Straße 17/II,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_14_20-08-2020,,,kuf@tirol.gv.at,"Phone: +435125082152, Fax: +43512508742155",,,,,,,,,,,,
,,Medizinische Universität Innsbruck,Medizinische Universität Innsbruck,,,"Christoph Probst Platz 1, Innrain 52",Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_16_23-08-2020,,,i-master@i-med.ac.at,"Phone: +4351290030, Fax: ",,,,,,,,,,,,
,,UIBK,Leopold-Franzens-Universität Innsbruck,,,Innrain 52,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_17_23-08-2020,,,datenschutzbeauftragter@uibk.ac.at,"Phone: +435125070, Fax: ",,,,,,,,,,,,
,,UMIT Tirol,"UMIT Private Universität für Gesundheitswissenschaften, Medizinische Informatik und Technik GmbH",,,Eduard-Wallnöfer-Zentrum 1,Hall in Tirol,,6060,Tirol,AUSTRIA,,,tirol_tirol_18_24-08-2020,,,rektorat@umit.at,"Phone: +435086483000, Fax: +43508648673001",,,,,,,,,,,,
,,FH Gesundheit Tirol,fhg - Zentrum für Gesundheitsberufe Tirol GmbH,,,Innrain 98,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_19_24-08-2020,,,info@fhg-tirol.ac.at,"Phone: +4351253220, Fax: +43512532275200",,,,,,,,,,,,
,,MCI,MCI Management Center Innsbruck Internationale Hochschule GmbH,,,Universitätsstraße 15,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_20_24-08-2020,,,office@mci.edu,"Phone: +4351220700, Fax: +4351220701099",,,,,,,,,,,,
,,PH Tirol,Pädagogische Hochschule Tirol,,,Eduard-Bodem-Gasse 1 / 3. OG,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_21_24-08-2020,,,office@ph-tirol.ac.at,"Phone: +4351259923, Fax: ",,,,,,,,,,,,
,,KPH Edith Stein,Kirchliche Pädagogische Hochschule Edith Stein,,,Riedgasse 11,Innsbruck,,6020,Tirol,AUSTRIA,,,tirol_tirol_22_24-08-2020,,,info@kph-es.at,"Phone: +4351222305601, Fax: ",,,,,,,,,,,,
,,FH Kufstein,Fachhochschule Kufstein Tirol Bildungs GmbH,,,Andreas Hofer-Straße 7,Kufstein,,6330,Tirol,AUSTRIA,,,tirol_tirol_23_24-08-2020,,,info@fh-kufstein.ac.at,"Phone: +43537271819, Fax: ‘+43537271819104",,,,,,,,,,,,
,,BH Bludenz,Bezirkshauptmannschaft Bludenz,,,Schloss-Gayenhofplatz 2,Bludenz,,6700,Vorarlberg,AUSTRIA,,,bezirkshauptmannschaften_vorarlberg_1_25-08-2020,,,bhbludenz@vorarlberg.at,"Phone: +43555261360, Fax: +435574511951095",,,,,,,,,,,,
,,BH Bregenz,Bezirkshauptmannschaft Bregenz,,,Bahnhofstraße 41,Bregenz Postfach,,6901,Vorarlberg,AUSTRIA,,,bezirkshauptmannschaften_vorarlberg_2_25-08-2020,,,bhbregenz@vorarlberg.at,"Phone: +43557449510, Fax: +435574511952095",,,,,,,,,,,,
,,BH Dornbirn,Bezirkshauptmannschaft Dornbirn,,,Klaudiastraße 2,Dornbirn,,6850,Vorarlberg,AUSTRIA,,,bezirkshauptmannschaften_vorarlberg_3_25-08-2020,,,bhdornbirn@vorarlberg.at,"Phone: +4355723080, Fax: +435574511953095",,,,,,,,,,,,
,,BH Feldkirch,Bezirkshauptmannschaft Feldkirch,,,Schloßgraben 1,Feldkirch,,6800,Vorarlberg,AUSTRIA,,,bezirkshauptmannschaften_vorarlberg_4_25-08-2020,,,bhfeldkirch@vorarlberg.at,"Phone: +43552235910, Fax: +435574511954095",,,,,,,,,,,,
,,Bildungsdirektion für Vorarlberg,Bildungsdirektion für Vorarlberg,,,Bahnhofstraße 12,Bregenz,,6900,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_1_19-08-2020,,,office@bildung-vbg.gv.at,"Phone: +43557449600, Fax: +4355744960408",,,,,,,,,,,,
,,Amt der Vorarlberger Landesregierung,Amt der Vorarlberger Landesregierung,,,Römerstraße 15,Bregenz Postfach,,6901,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_2_19-08-2020,,,land@vorarlberg.at,"Phone: +4355745110, Fax: +435574511920095",,,,,,,,,,,,
,,Landespolizeidirektion Vorarlberg,Amt der Vorarlberger Landesregierung,,,Bahnhofstraße 45,Bregenz,,6900,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_3_19-08-2020,,,LPD-V@polizei.gv.at,"Phone: +4359133800, Fax: +4359133801009",,,,,,,,,,,,
,,Wirtschaftskammer Vorarlberg,Wirtschaftskammer Vorarlberg,,,Wichnergasse 9,Feldkirch,,6800,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_4_18-08-2020,,,info@wkv.at,"Phone: +435522305, Fax: +435522305100",,,,,,,,,,,,
,,Rechtanswaltskammer Vorarlberg,Rechtanswaltskammer Vorarlberg,,,Marktplatz 11,Feldkirch,,6800,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_5_18-08-2020,,,kammer@rechtsanwaelte-vorarlberg.at,"Phone: +43552271122, Fax: +4355227112211",,,,,,,,,,,,
,,Landeszahnärztekammer Vorarlberg,Landeszahnärztekammer Vorarlberg,,,Rösslepark 1,Feldkirch,,6800,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_6_18-08-2020,,,office@vlbg.zahnaerztekammer.at,"Phone: +43505116800, Fax: +43505116804",,,,,,,,,,,,
,,Notariatskammer für Tirol und Vorarlberg,Notariatskammer für Tirol und Vorarlberg,,,Maximilianstraße 3,Innsbruck,,6010,Tirol,AUSTRIA,,,vorarlberg_vorarlberg_7_18-08-2020,,,Notariatskammer@nktv.at,"Phone: +43512564141, Fax: +4351256414150",,,,,,,,,,,,
,,Ärztekammer Vorarlberg,Ärztekammer Vorarlberg,,,Schulgasse 17,Dornbirn,,6850,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_8_18-08-2020,,,aek@aekvbg.at,"Phone: +43557221900, Fax: +4355722190043",,,,,,,,,,,,
,,Apothekerkammer Vorarlberg,Apothekerkammer Vorarlberg,,,Bergstraße 8,Bregenz,,6900,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_9_18-08-2020,,,vorarlberg@apothekerkammer.at,"Phone: +43557443038, Fax: +4314028602956",,,,,,,,,,,,
,,Arbeiterkammer Vorarlberg,Kammer für Arbeiter und Angestellte für Vorarlberg,,,Widnau 2-4,Feldkirch,,6800,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_10_18-08-2020,,,mailbox@ak-vorarlberg.at,"Phone: +43502580, Fax: ",,,,,,,,,,,,
,,Kammer der Steuerberater und Wirtschaftsprüfer Vorarlberg,Kammer der Steuerberater und Wirtschaftsprüfer Vorarlberg,,,Schillerstraße 22,Lustenau,,6890,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_11_18-08-2020,,,vorarlberg@ksw.or.at,"Phone: +4355778262810, Fax: +4355778262813",,,,,,,,,,,,
,,Kammer der ZiviltechnikerInnen für Tirol und Vorarlberg,Kammer der ZiviltechnikerInnen für Tirol und Vorarlberg,,,Rennweg 1,Innsbruck,,6020,Tirol,AUSTRIA,,,vorarlberg_vorarlberg_12_18-08-2020,,,arch.ing.office@kammerwest.at,"Phone: +43512588335, Fax: +435125883356",,,,,,,,,,,,
,,Landarbeiterkammer Vorarlberg,Landarbeiterkammer Vorarlberg,,,Montfortstraße 9,Bregenz,,6900,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_13_18-08-2020,,,dienstnehmer@lk-vbg.at,"Phone: +435574400770, Fax: +435574400600",,,,,,,,,,,,
,,FH Vorarlberg,Fachhochschule Vorarlberg GmbH,,,Hochschulstraße 1,Dornbirn,,6850,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_14_24-08-2020,,,info@fhv.at,"Phone: +435572792, Fax: +4355727929500",,,,,,,,,,,,
,,PH Vorarlberg,Pädagogische Hochschule Vorarlberg,,,Liechtensteinerstraße 33-37,Feldkirch,,6800,Vorarlberg,AUSTRIA,,,vorarlberg_vorarlberg_15_24-08-2020,,,office@ph-vorarlberg.ac.at,"Phone: +43552231199500, Fax: +43552231199550",,,,,,,,,,,,
