Name,Name_Lang,Branche,Typ,Adresse,PLZ,Ort,Ebene,E-Mail,Tel,Fax,Pruefung
BH Deutschlandsberg,Bezirkshauptmannschaft Deutschlandsberg,Bezirksbehörde,Administration,Kirchengasse 12,8530,Deutschlandsberg,Steiermark,bhdl@stmk.gv.at,+43346226060,+4334622606550,19.08.2020
BH Graz-Umgebung,Bezirkshauptmannschaft Graz-Umgebung,Bezirksbehörde,Administration,Bahnhofgürtel 85,8020,Graz,Steiermark,bhgu@stmk.gv.at,+4331670750,+433167075333,19.08.2020
BH Hartberg-Fürstenfeld,Bezirkshauptmannschaft Hartberg-Fürstenfeld,Bezirksbehörde,Administration,Rochusplatz 2,8230,Hartberg,Steiermark,bhhf@stmk.gv.at,+4333326060,+433332606550,19.08.2020
BH Leibnitz,Bezirkshauptmannschaft Leibnitz,Bezirksbehörde,Administration,Kada-Gasse 12,8430,Leibnitz,Steiermark,bhlb@stmk.gv.at,+433452829110,+43345282911550,19.08.2020
BH Leoben,Bezirkshauptmannschaft Leoben,Bezirksbehörde,Administration,Peter Tunner-Straße 6,8700,Leoben,Steiermark,bhln@stmk.gv.at,+433842455710,+43384245571550,19.08.2020
BH Liezen,Bezirkshauptmannschaft Liezen,Bezirksbehörde,Administration,Hauptplatz 12,8940,Liezen,Steiermark,bhli@stmk.gv.at,+43361228010,+4336122801550,19.08.2020
BH Murau,Bezirkshauptmannschaft Murau,Bezirksbehörde,Administration,Bahnhofviertel 7,8850,Murau,Steiermark,bhmu@stmk.gv.at,+43353221010,+4335322101550,19.08.2020
BH Murtal,Bezirkshauptmannschaft Murtal,Bezirksbehörde,Administration,Kapellenweg 11,8750,Judenburg,Steiermark,bhmt@stmk.gv.at,+433572832010,+43357283201550,19.08.2020
BH Südoststeiermark,Bezirkshauptmannschaft Südoststeiermark,Bezirksbehörde,Administration,Bismarckstraße 11-13,8330,Feldbach,Steiermark,bhso@stmk.gv.at,+43315225110,+4331522511550,19.08.2020
BH Voitsberg,Bezirkshauptmannschaft Voitsberg,Bezirksbehörde,Administration,Schillerstraße 10,8570,Voitsberg,Steiermark,bhvo@stmk.gv.at,+433142215200,+43314221520550,19.08.2020
BH Weiz,Bezirkshauptmannschaft Weiz,Bezirksbehörde,Administration,Birkfelder Straße 28,8160,Weiz,Steiermark,bhwz@stmk.gv.at,+4331726000,+433172600550,19.08.2020
Magistrat Graz,Magistrat Graz,Bezirksbehörde,Administration,Hauptplatz 1,8010,Graz,Steiermark,stadtverwaltung@graz.at,+433168720,+433168722369,19.08.2020
Bildungsdirektion für Steiermark,Bildungsdirektion für Steiermark,Bildung,Behörde,Körblergasse 23,8011,Graz Postfach,Steiermark,bildungsdirektion@bildung-stmk.gv.at,+4350248345,,19.08.2020
LBS Arnfels,Landesberufsschule Arnfels,Bildung,Berufsschule,Hardegger Straße 160,8454,Arnfels,Steiermark,lbsarnfels@stmk.gv.at,+4334552540,+4334552546,25.08.2020
LBS Bad Gleichenberg,Landesberufsschule Bad Gleichenberg,Bildung,Berufsschule,Mailandbergstraße 16,8344,Bad Gleichenberg,Steiermark,lbsgleichenb@stmk.gv.at,+43315922110,+433159221140,25.08.2020
LBS Bad Radkersburg,Landesberufsschule Bad Radkersburg,Bildung,Berufsschule,Barthold-Stürgkh-Straße 7,8490,Bad Radkersburg,Steiermark,lbsra@stmk.gv.at,+43347625410,+433476254178,25.08.2020
LBS Eibiswald,Landesberufsschule Eibiswald,Bildung,Berufsschule,Eibiswald 229,8552,Eibiswald,Steiermark,lbseibis@stmk.gv.at,+433466423350,+4334664233520,25.08.2020
LBS Feldbach,Landesberufsschule Feldbach,Bildung,Berufsschule,Feldgasse 3,8330,Feldbach,Steiermark,lbsfb@stmk.gv.at,+43315240070,+43315240076,25.08.2020
LBS Fürstenfeld,Landesberufsschule Fürstenfeld,Bildung,Berufsschule,Gürtelgasse 8,8280,Fürstenfeld,Steiermark,lbsff@stmk.gv.at,+433382522050,+4333825220522,25.08.2020
LBS Graz 1,Landesberufsschule Graz 1,Bildung,Berufsschule,Hans-Brandstetter-Gasse 12,8010,Graz,Steiermark,lbsgraz1@stmk.gv.at,+43316471044,+43316471044804,25.08.2020
LBS Graz 2,Landesberufsschule Graz 2,Bildung,Berufsschule,Hans-Brandstetter-Gasse 12,8010,Graz,Steiermark,lbsgraz2@stmk.gv.at,+433164714680,+43316471468704,25.08.2020
LBS Graz 3,Landesberufsschule Graz 3,Bildung,Berufsschule,Hans-Brandstetter-Gasse 8,8010,Graz,Steiermark,lbsgraz3@stmk.gv.at,+433164712440,+43316471244613,25.08.2020
LBS Graz 4,Landesberufsschule Graz 4,Bildung,Berufsschule,Hans-Brandstetter-Gasse 2,8010,Graz,Steiermark,lbsgraz4@stmk.gv.at,+433164722350,+433164722357,25.08.2020
LBS Hartberg,Landesberufsschule Hartberg,Bildung,Berufsschule,Franz-Schmidt-Gasse 5,8230,Hartberg,Steiermark,lbshb1@stmk.gv.at,+433332629390,+433332629394,25.08.2020
LBS Knittelfeld,Landesberufsschule Knittelfeld,Bildung,Berufsschule,Portniggstraße 21,8720,Knittelfeld,Steiermark,lbskf@stmk.gv.at,+433512828100,+433512828103,25.08.2020
LBS Mitterdorf im Mürztal,Landesberufsschule Mitterdorf im Mürztal,Bildung,Berufsschule,Untere Berggasse 37,8662,Mitterdorf im Mürztal,Steiermark,lbsmitter@stmk.gv.at,+43385822530,+43385822534,25.08.2020
LBS Murau,Landesberufsschule Murau,Bildung,Berufsschule,Heiligenstatt 10,8850,Murau,Steiermark,lbsmu@stmk.gv.at,+43353223290,+43353223294,25.08.2020
LBS Mureck,Landesberufsschule Mureck,Bildung,Berufsschule,Hauptplatz 6,8480,Mureck,Steiermark,lbsmureck@stmk.gv.at,+43347223140,+43347223144,25.08.2020
LBS Voitsberg,Landesberufsschule Voitsberg,Bildung,Berufsschule,Mozartgasse 14,8570,Voitsberg,Steiermark,lbsvo@stmk.gv.at,+433142223940,+4331422239418,25.08.2020
FH Campus 02,CAMPUS 02 Fachhochschule der Wirtschaft GmbH,Bildung,Fachhochschule,Körblergasse 126,8010,Graz,Steiermark,info@campus02.at,+433166002177,+4331660021207,24.08.2020
FH Joanneum,FH Joanneum Gesellschaft mbH,Bildung,Fachhochschule,Alte Poststraße 149,8020,Graz,Steiermark,info@fh-joanneum.at,+4331654530,,24.08.2020
KPH Graz,Kirchliche Pädagogische Hochschule Graz,Bildung,Pädagogische Hochschule,Bischofsplatz 4,8010,Graz,Steiermark,schulamt@graz-seckau.at,+43316581670,+4331658167011,24.08.2020
PH Steiermark,Pädagogische Hochschule Steiermark,Bildung,Pädagogische Hochschule,Hasnerplatz 12,8010,Graz,Steiermark,oeffentlichkeit@phst.at,+4331680670,+4331680673199,24.08.2020
KFU,Karl-Franzens-Universität Graz,Bildung,Universität,Universitätsplatz 3,8010,Graz,Steiermark,info@uni-graz.at,+433163800,+433163809030,23.08.2020
KUG,Universität für Musik und darstellende Kunst Graz,Bildung,Universität,Leonhardstraße 15,8010,Graz,Steiermark,info@kug.ac.at,+433163890,+433163891101,23.08.2020
MedUni Graz,Medizinische Universität Graz,Bildung,Universität,Auenbruggerplatz 2,8036,Graz,Steiermark,office.datenschutz@medunigraz.at,+433163850,,23.08.2020
TU Graz,Technische Universität Graz,Bildung,Universität,Rechbauerstraße 12,8010,Graz,Steiermark,info@tugraz.at,+433168730,+433168736009,23.08.2020
Uni Leoben,Montanuniversität Leoben,Bildung,Universität,Franz-Josef-Straße 18,8700,Leoben,Steiermark,office@unileoben.ac.at,+4338424027001,+4338424027012,23.08.2020
KFA für die Beamten der Landeshauptstadt Graz,Krankenfürsorgeanstalt für die Beamten der Landeshauptstadt Graz,Gesundheit,Krankenfürsorgeanstalt,Hauptplatz 1,8011,Graz Postfach,Steiermark,kfa@stadt.graz.at,+433168725900,,20.08.2020
Landespolizeidirektion Steiermark,Landespolizeidirektion Steiermark,Infrastruktur,Polizei,Straßganger Straße 280,8052,Graz-Wetzelsdorf,Steiermark,LPD-ST@polizei.gv.at,+4359133600,+4359133601009,19.08.2020
Apothekerkammer Steiermark,Apothekerkammer Steiermark,Interessensvertretung,Kammer,Stadionplatz 2,8041,Graz-Liebenau,Steiermark,steiermark@apothekerkammer.at,+43316475374,+4331647537422,18.08.2020
Arbeiterkammer Steiermark,Kammer für Arbeiter und Angestellte für Steiermark,Interessensvertretung,Kammer,Hans-Resel-Gasse 8-14,8020,Graz,Steiermark,redaktion@akstmk.at,+4357799,,18.08.2020
Kammer der Steuerberater und Wirtschaftsprüfer Steiermark,Kammer der Steuerberater und Wirtschaftsprüfer Steiermark,Interessensvertretung,Kammer,Leechgasse 25,8010,Graz,Steiermark,stmk@ksw.or.at,+43316830830,+4331683083040,18.08.2020
Kammer der ZiviltechnikerInnen für Steiermark und Kärnten,Kammer der ZiviltechnikerInnen für Steiermark und Kärnten,Interessensvertretung,Kammer,Schönaugasse 7/1,8010,Graz,Steiermark,office@ztkammer.at,+43316826344,+4331682634425,18.08.2020
Landeszahnärztekammer Steiermark,Landeszahnärztekammer Steiermark,Interessensvertretung,Kammer,Marburger Kai 51/2,8010,Graz,Steiermark,office@stmk.zahnaerztekammer.at,+43505118060,+43505118080,18.08.2020
Notariatskammer für Steiermark,Notariatskammer für Steiermark,Interessensvertretung,Kammer,Wielandgasse 36/III,8010,Graz,Steiermark,steiermark@notariatskammer.at,+43316825286,+433168252864,18.08.2020
Rechtanswaltskammer Steiermark,Rechtanswaltskammer Steiermark,Interessensvertretung,Kammer,Salzamtsgasse 3/IV,8010,Graz,Steiermark,office@rakstmk.at,+433168302900,+43316829730,18.08.2020
Steiermärkische Landarbeiterkammer,Steiermärkische Landarbeiterkammer,Interessensvertretung,Kammer,Raubergasse 20,8010,Graz,Steiermark,office@lak-stmk.at,+433168325070,+4331683250720,20.08.2020
Wirtschaftskammer Steiermark,Wirtschaftskammer Steiermark,Interessensvertretung,Kammer,Körblergasse 111-113,8010,Graz,Steiermark,office@wkstmk.at,+43316601,+43316601361,18.08.2020
Ärztekammer Steiermark,Ärztekammer Steiermark,Interessensvertretung,Kammer,Kaiserfeldgasse 29,8010,Graz,Steiermark,aek@aekstmk.or.at,+4331680440,+43316815671,18.08.2020
Die Grünen,Die Grünen Steiermark,Interessensvertretung,Partei,Kaiser-Franz-Josef-Kai 70/1,8010,Graz,Steiermark,steiermark@gruene.at,+436648317492,,19.09.2020
FPÖ,Freiheitliche Partei Österreichs (FPÖ) - Landespartei Steiermark,Interessensvertretung,Partei,Hans-Sachs-Gasse 10/4,8010,Graz,Steiermark,lgst@fpoe-stmk.at,+4331670720,+4331670728,19.09.2020
KPÖ,KPÖ-Steiermark,Interessensvertretung,Partei,Lagergasse 98a,8020,Graz,Steiermark,a.fuchs@kpoe-steiermark.at,+43316712479,+43316716291,19.09.2020
NEOS,NEOS – Das Neue Österreich und Liberales Forum,Interessensvertretung,Partei,Annenstraße 34a,8020,Graz,Steiermark,steiermark@neos.eu,+4366488782415,,19.09.2020
SPÖ,SPÖ-Steiermark,Interessensvertretung,Partei,Eggenberger Allee 49,8020,Graz,Steiermark,stmk-lps@spoe.at,+43507020,,19.09.2020
ÖVP,Steirische Volkspartei,Interessensvertretung,Partei,Karmeliterplatz 6,8010,Graz,Steiermark,office@stvp.at,+4331660744,+43316607444325,19.09.2020
BH Imst,Bezirkshauptmannschaft Imst,Bezirksbehörde,Administration,Stadtplatz 1,6460,Imst,Tirol,bh.imst@tirol.gv.at,+4354126996,+43541269965215,19.08.2020
BH Innsbruck,Bezirkshauptmannschaft Innsbruck,Bezirksbehörde,Administration,Gilmstraße 2,6020,Innsbruck,Tirol,bh.innsbruck@tirol.gv.at,+43512508,+435125085005,18.08.2020
BH Kitzbühel,Bezirkshauptmannschaft Kitzbühel,Bezirksbehörde,Administration,Hinterstadt 28,6370,Kitzbühel,Tirol,bh.kitzbuehel@tirol.gv.at,+435356621310,+435356621316305,18.08.2020
BH Kufstein,Bezirkshauptmannschaft Kufstein,Bezirksbehörde,Administration,Bozner Platz 1 – 2,6332,Kufstein,Tirol,bh.kufstein@tirol.gv.at,+4353726060,+4353726066005,18.08.2020
BH Landeck,Bezirkshauptmannschaft Landeck,Bezirksbehörde,Administration,Innstraße 5,6500,Landeck,Tirol,bh.landeck@tirol.gv.at,+43544269960,+43544269965415,18.08.2020
BH Reutte,Bezirkshauptmannschaft Reutte,Bezirksbehörde,Administration,Obermarkt 5 - 7,6600,Reutte,Tirol,bh.reutte@tirol.gv.at,+43567269960,+43567269965605,18.08.2020
BH Schwaz,Bezirkshauptmannschaft Schwaz,Bezirksbehörde,Administration,Franz-Josef-Straße 25,6130,Schwaz,Tirol,bh.schwaz@tirol.gv.at,+43524269310,+43524269315805,18.08.2020
Magistrat Innsbruck,Stadtmagistrat Innsbruck,Bezirksbehörde,Administration,Maria-Theresien-Straße 18,6020,Innsbruck,Tirol,kontakt@magibk.at,+435125360,+43051253601767,19.08.2020
Bildungsdirektion für Tirol,Bildungsdirektion für Tirol,Bildung,Behörde,Heiliggeiststraße 7,6020,Innsbruck,Tirol,office@bildung-tirol.gv.at,+435129012,,19.08.2020
FBS Plansee Group,Fachberufsschule Plansee Group,Bildung,Berufsschule,Metallwerk-Plansee-Straße 71,6600,Reutte,Tirol,bruno.dengg@plansee.com,+4356726002518,+43567262518,12.09.2020
FBS der Swarovski KG,Fachberufsschule der Swarovski KG,Bildung,Berufsschule,Swarovskistraße 30,6112,Wattens,Tirol,fachberufs.schule@swarovski.com,+4352245007157,+4352245012844,12.09.2020
TFBS Lienz,Tiroler Fachberufsschule Lienz,Bildung,Berufsschule,Linker Iselweg 20,9900,Lienz,Tirol,direktion@tfbs-lienz.tsn.at,+43485262726,+434852627265,12.09.2020
"TFBS für Elektrotechnik, Kommunikation und Elektronik","Tiroler Fachberufsschule für Elektrotechnik, Kommunikation und Elektronik",Bildung,Berufsschule,Lohbachufer 6,6020,Innsbruck,Tirol,direktion@tfbs-elektronik.tsn.at,+43512284534,+435122845344,12.09.2020
"TFBS für Ernährung, Schönheit, Chemie, Medien Standort Lohbach","tiroler Fachberufsschule für Ernährung, Schönheit, Chemie, Medien Standort Lohbach",Bildung,Berufsschule,Lohbachufer 6a,6020,Innsbruck,Tirol,direktion@tfbs-escm.tsn.at,+43512284566,+435122845669,12.09.2020
"TFBS für Ernährung, Schönheit, Chemie, Medien Standort St. Nikolaus","tiroler Fachberufsschule für Ernährung, Schönheit, Chemie, Medien Standort St. Nikolaus",Bildung,Berufsschule,Innstraße 36,6020,Innsbruck,Tirol,direktion@tfbs-escm.tsn.at,+43512285715,+435122857155,12.09.2020
"TFBS für Fotografie, Optik und Hörakustik","Tiroler Fachberufsschule für Fotografie, Optik und Hörakustik",Bildung,Berufsschule,Kaiser-Max-Straße 11,6060,Hall in Tirol,Tirol,direktion@tfbs-foto.tsn.at,+43522353141,+43522344141,12.09.2020
"TFBS für Garten, Raum und Mode","Tiroler Fachberufsschule für Garten, Raum und Mode",Bildung,Berufsschule,Kaiser-Max-Straße 3,6060,Hall in Tirol,Tirol,direktion@tfbs-garamo.tsn.at,+43522342513,+4352234251320,12.09.2020
TFBS für Glastechnik,Tiroler Fachberufsschule für Glastechnik,Bildung,Berufsschule,Mariatal 2,6233,Kramsach,Tirol,direktion@tfbs-glas.tsn.at,+4353376262313,+4353376262320,12.09.2020
TFBS für Handel und Büro Imst,Tiroler Fachberufsschule für Handel und Büro Imst,Bildung,Berufsschule,Ballgasse 7,6460,Imst,Tirol,direktion@tfbs-imst.tsn.at,+43541266801,+4354126680112,12.09.2020
TFBS für Handel und Büro Innsbruck,Tiroler Fachberufsschule für Handel und Büro Innsbruck,Bildung,Berufsschule,Lohbachufer 6b,6020,Innsbruck,Tirol,direktion@tfbs-hbi.tsn.at,+43512284531,+435122845315,12.09.2020
TFBS für Handel und Büro Kitzbühel,Tiroler Fachberufsschule für Handel und Büro Kitzbühel,Bildung,Berufsschule,Wagnerstraße 14,6370,Kitzbühel,Tirol,direktion@tfbs-kitzbuehel.tsn.at,+43535664275,,12.09.2020
TFBS für Handel und Büro Reutte,Tiroler Fachberufsschule für Handel und Büro Reutte,Bildung,Berufsschule,Speckbacherstraße 9,6600,Reutte,Tirol,direktion@tfbs-reutte.tsn.at,+43567272319,+43567221071,12.09.2020
TFBS für Handel und Büro Schwaz,Tiroler Fachberufsschule für Handel und Büro Schwaz,Bildung,Berufsschule,Johannes-Messner-Weg 6,6130,Schwaz,Tirol,direktion@tfbs-schwaz.tsn.at,+43524262479,+4352426247914,12.09.2020
TFBS für Holztechnik,Tiroler Fachberufsschule für Holztechnik,Bildung,Berufsschule,Salzbergstraße 100,6067,Absam,Tirol,direktion@tfbs-holz.tsn.at,+43522357636,+4352235763610,12.09.2020
TFBS für Installations- und Blechtechnik,Tiroler Fachberufsschule für Installations- und Blechtechnik,Bildung,Berufsschule,Mandelsbergerstraße 12,6020,Innsbruck,Tirol,direktion@tfbs-installation.tsn.at,+43512584484,+435125844848,12.09.2020
TFBS für Kraftfahrzeugstechnik,Tiroler Fachberufsschule für Kraftfahrzeugstechnik,Bildung,Berufsschule,Mandelsbergerstraße 12,6020,Innsbruck,Tirol,direktion@tfbs-kfz.tsn.at,+43512588350,+435125883504,12.09.2020
TFBS für Metalltechnik,Tiroler Fachberufsschule für Metalltechnik,Bildung,Berufsschule,Mandelsbergerstraße 12,6020,Innsbruck,Tirol,direktion@tfbs-metall.tsn.at,+43512587180,+4351258718022,12.09.2020
TFBS für Tourismus Absam,Tiroler Fachberufsschule für Tourismus Absam,Bildung,Berufsschule,Eichatstraße 18,6067,Absam,Tirol,direktion@tfbs-absam.tsn.at,+43522356359,+4352235635918,12.09.2020
TFBS für Tourismus und Handel Landeck,Tiroler Fachberufsschule für Tourismus und Handel Landeck,Bildung,Berufsschule,Kreuzgasse 9,6500,Landeck,Tirol,direktion@tfbs-landeck.tsn.at,+43544265215,+4354426521535,12.09.2020
TFBS für Wirtschaft und Technik Kufstein-Rotholz,Tiroler Fachberufsschule für Wirtschaft und Technik Kufstein-Rotholz,Bildung,Berufsschule,Salurner Straße 22,6330,Kufstein,Tirol,direktion@tfbs-kufstein.tsn.at,+43537264195,+435372641955,12.09.2020
Tiroler FBS für Bautechnik und Malerei,Tiroler Fachberufsschule für Bautechnik und Malerei,Bildung,Berufsschule,Eichatstraße 18a,6067,Absam,Tirol,direktion@tfbs-bau.tsn.at,+43522354356,+4352235435620,12.09.2020
FH Gesundheit Tirol,fhg - Zentrum für Gesundheitsberufe Tirol GmbH,Bildung,Fachhochschul-Einrichtung,Innrain 98,6020,Innsbruck,Tirol,info@fhg-tirol.ac.at,+4351253220,+43512532275200,24.08.2020
MCI,MCI Management Center Innsbruck Internationale Hochschule GmbH,Bildung,Fachhochschul-Einrichtung,Universitätsstraße 15,6020,Innsbruck,Tirol,office@mci.edu,+4351220700,+4351220701099,24.08.2020
FH Kufstein,Fachhochschule Kufstein Tirol Bildungs GmbH,Bildung,Fachhochschule,Andreas Hofer-Straße 7,6330,Kufstein,Tirol,info@fh-kufstein.ac.at,+43537271819,+43537271819104,24.08.2020
UMIT Tirol,"UMIT Private Universität für Gesundheitswissenschaften, Medizinische Informatik und Technik GmbH",Bildung,Privatuniversität,Eduard-Wallnöfer-Zentrum 1,6060,Hall in Tirol,Tirol,rektorat@umit.at,+435086483000,+43508648673001,24.08.2020
KPH Edith Stein,Kirchliche Pädagogische Hochschule Edith Stein,Bildung,Pädagogische Hochschule,Riedgasse 11,6020,Innsbruck,Tirol,info@kph-es.at,+4351222305601,,24.08.2020
PH Tirol,Pädagogische Hochschule Tirol,Bildung,Pädagogische Hochschule,Eduard-Bodem-Gasse 1 / 3. OG,6020,Innsbruck,Tirol,office@ph-tirol.ac.at,+4351259923,,24.08.2020
Medizinische Universität Innsbruck,Medizinische Universität Innsbruck,Bildung,Universität,"Christoph Probst Platz 1, Innrain 52",6020,Innsbruck,Tirol,i-master@i-med.ac.at,+4351290030,,23.08.2020
UIBK,Leopold-Franzens-Universität Innsbruck,Bildung,Universität,Innrain 52,6020,Innsbruck,Tirol,datenschutzbeauftragter@uibk.ac.at,+435125070,,23.08.2020
Gemeindeverband für das Pensionsrecht der Tiroler Gemeindebeamten,Gemeindeverband für das Pensionsrecht der Tiroler Gemeindebeamten,Gesundheit,Dienstleister,Adamgasse 7 A,6020,Innsbruck,Tirol,,+43512572838,,20.08.2020
KFA der Tiroler Gemeindebeamten,Kranken- und Unfallfürsorge der Tiroler Gemeindebeamten,Gesundheit,Krankenfürsorgeanstalt,Adamgasse 7a,6020,Innsbruck,Tirol,,+43512572838,+4351257283815,20.08.2020
KFA der Tiroler Landesbeamten einschließlich der LandeslehrerInnen,Kranken- und Unfallfürsorge der Tiroler Landesbeamten einschließlich der LandeslehrerInnen,Gesundheit,Krankenfürsorgeanstalt,Wilhelm-Greil-Straße 17/II,6020,Innsbruck,Tirol,kuf@tirol.gv.at,+435125082152,+43512508742155,20.08.2020
Landespolizeidirektion Tirol,Landespolizeidirektion Tirol,Infrastruktur,Polizei,Kaiserjägerstraße 8,6020,Innsbruck,Tirol,LPD-T@polizei.gv.at,+4359133700,,19.08.2020
Apothekerkammer Tirol,Apothekerkammer Tirol,Interessensvertretung,Kammer,Sparkassenplatz 3,6020,Innsbruck,Tirol,tirol@apothekerkammer.at,+435125870730,+435125870733,18.08.2020
Arbeiterkammer Tirol,Kammer für Arbeiter und Angestellte für Tirol,Interessensvertretung,Kammer,Maximilianstraße 7,6020,Innsbruck,Tirol,innsbruck@ak-tirol.com,+435125340,+4351253401208,18.08.2020
Kammer der Steuerberater und Wirtschaftsprüfer Tirol,Kammer der Steuerberater und Wirtschaftsprüfer Tirol,Interessensvertretung,Kammer,Museumstraße 34/6. Stock,6020,Innsbruck,Tirol,tirol@ksw.or.at,+43512589012,+4351258901210,18.08.2020
Kammer der ZiviltechnikerInnen für Tirol und Vorarlberg,Kammer der ZiviltechnikerInnen für Tirol und Vorarlberg,Interessensvertretung,Kammer,Rennweg 1,6020,Innsbruck,Tirol,arch.ing.office@kammerwest.at,+43512588335,+435125883356,18.08.2020
Landarbeiterkammer Tirol,Landarbeiterkammer Tirol,Interessensvertretung,Kammer,Neugasteig 18,6167,Neustift im Stubaital,Tirol,andreas.gleirscher@lkv-tirol.at,+436648398910,+43592923099,18.08.2020
